id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
SKU_10147_12667,"Black Nano Check in Cube Semi-Formal Shirt","TSB Shirt Size: 17.5', Collar: Classic Collar",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/SKU_10147.jpg,https://www.pakshopping.com.pk/product/black-nano-check-in-cube-semi-formal-shirt/?attribute_pa_tsb-shirt-size=17-5&attribute_pa_collar=classic,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",5800PKR,in stock,SKU_10147_12654,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2880PKR,new,published,,,,,,,"collar:Classic Collar/Modern Collar:Classic Collar"
SKU_10147_12668,"Black Nano Check in Cube Semi-Formal Shirt","TSB Shirt Size: 17.5', Collar: Modern Collar",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/SKU_10147.jpg,https://www.pakshopping.com.pk/product/black-nano-check-in-cube-semi-formal-shirt/?attribute_pa_tsb-shirt-size=17-5&attribute_pa_collar=modern,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",5800PKR,in stock,SKU_10147_12654,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2880PKR,new,published,,,,,,,"collar:Classic Collar/Modern Collar:Modern Collar"
SKU_10147_12669,"Black Nano Check in Cube Semi-Formal Shirt","TSB Shirt Size: 18', Collar: Classic Collar",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/SKU_10147.jpg,https://www.pakshopping.com.pk/product/black-nano-check-in-cube-semi-formal-shirt/?attribute_pa_tsb-shirt-size=18&attribute_pa_collar=classic,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",5800PKR,in stock,SKU_10147_12654,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2880PKR,new,published,,,,,,,"collar:Classic Collar/Modern Collar:Classic Collar"
SKU_10147_12670,"Black Nano Check in Cube Semi-Formal Shirt","TSB Shirt Size: 18', Collar: Modern Collar",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/SKU_10147.jpg,https://www.pakshopping.com.pk/product/black-nano-check-in-cube-semi-formal-shirt/?attribute_pa_tsb-shirt-size=18&attribute_pa_collar=modern,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",5800PKR,in stock,SKU_10147_12654,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2880PKR,new,published,,,,,,,"collar:Classic Collar/Modern Collar:Modern Collar"
SKU_10147_12671,"Black Nano Check in Cube Semi-Formal Shirt","TSB Shirt Size: 18.5', Collar: Classic Collar",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/SKU_10147.jpg,https://www.pakshopping.com.pk/product/black-nano-check-in-cube-semi-formal-shirt/?attribute_pa_tsb-shirt-size=18-5&attribute_pa_collar=classic,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",5800PKR,in stock,SKU_10147_12654,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2880PKR,new,published,,,,,,,"collar:Classic Collar/Modern Collar:Classic Collar"
SKU_10147_12672,"Black Nano Check in Cube Semi-Formal Shirt","TSB Shirt Size: 18.5', Collar: Modern Collar",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/SKU_10147.jpg,https://www.pakshopping.com.pk/product/black-nano-check-in-cube-semi-formal-shirt/?attribute_pa_tsb-shirt-size=18-5&attribute_pa_collar=modern,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",5800PKR,in stock,SKU_10147_12654,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2880PKR,new,published,,,,,,,"collar:Classic Collar/Modern Collar:Modern Collar"
SKU_10147_12656,"Black Nano Check in Cube Semi-Formal Shirt","TSB Shirt Size: 14.5', Collar: Modern Collar",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/SKU_10147.jpg,https://www.pakshopping.com.pk/product/black-nano-check-in-cube-semi-formal-shirt/?attribute_pa_tsb-shirt-size=14-5&attribute_pa_collar=modern,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",5800PKR,in stock,SKU_10147_12654,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2880PKR,new,published,,,,,,,"collar:Classic Collar/Modern Collar:Modern Collar"
SKU_10147_12657,"Black Nano Check in Cube Semi-Formal Shirt","TSB Shirt Size: 15', Collar: Classic Collar",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/SKU_10147.jpg,https://www.pakshopping.com.pk/product/black-nano-check-in-cube-semi-formal-shirt/?attribute_pa_tsb-shirt-size=15&attribute_pa_collar=classic,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",5800PKR,in stock,SKU_10147_12654,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2880PKR,new,published,,,,,,,"collar:Classic Collar/Modern Collar:Classic Collar"
SKU_10147_12658,"Black Nano Check in Cube Semi-Formal Shirt","TSB Shirt Size: 15', Collar: Modern Collar",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/SKU_10147.jpg,https://www.pakshopping.com.pk/product/black-nano-check-in-cube-semi-formal-shirt/?attribute_pa_tsb-shirt-size=15&attribute_pa_collar=modern,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",5800PKR,in stock,SKU_10147_12654,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2880PKR,new,published,,,,,,,"collar:Classic Collar/Modern Collar:Modern Collar"
SKU_10147_12659,"Black Nano Check in Cube Semi-Formal Shirt","TSB Shirt Size: 15.5', Collar: Classic Collar",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/SKU_10147.jpg,https://www.pakshopping.com.pk/product/black-nano-check-in-cube-semi-formal-shirt/?attribute_pa_tsb-shirt-size=15-5&attribute_pa_collar=classic,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",5800PKR,in stock,SKU_10147_12654,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2880PKR,new,published,,,,,,,"collar:Classic Collar/Modern Collar:Classic Collar"
SKU_10147_12660,"Black Nano Check in Cube Semi-Formal Shirt","TSB Shirt Size: 15.5', Collar: Modern Collar",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/SKU_10147.jpg,https://www.pakshopping.com.pk/product/black-nano-check-in-cube-semi-formal-shirt/?attribute_pa_tsb-shirt-size=15-5&attribute_pa_collar=modern,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",5800PKR,in stock,SKU_10147_12654,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2880PKR,new,published,,,,,,,"collar:Classic Collar/Modern Collar:Modern Collar"
SKU_10147_12661,"Black Nano Check in Cube Semi-Formal Shirt","TSB Shirt Size: 16', Collar: Classic Collar",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/SKU_10147.jpg,https://www.pakshopping.com.pk/product/black-nano-check-in-cube-semi-formal-shirt/?attribute_pa_tsb-shirt-size=16&attribute_pa_collar=classic,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",5800PKR,in stock,SKU_10147_12654,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2880PKR,new,published,,,,,,,"collar:Classic Collar/Modern Collar:Classic Collar"
SKU_10147_12662,"Black Nano Check in Cube Semi-Formal Shirt","TSB Shirt Size: 16', Collar: Modern Collar",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/SKU_10147.jpg,https://www.pakshopping.com.pk/product/black-nano-check-in-cube-semi-formal-shirt/?attribute_pa_tsb-shirt-size=16&attribute_pa_collar=modern,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",5800PKR,in stock,SKU_10147_12654,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2880PKR,new,published,,,,,,,"collar:Classic Collar/Modern Collar:Modern Collar"
SKU_10147_12663,"Black Nano Check in Cube Semi-Formal Shirt","TSB Shirt Size: 16.5', Collar: Classic Collar",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/SKU_10147.jpg,https://www.pakshopping.com.pk/product/black-nano-check-in-cube-semi-formal-shirt/?attribute_pa_tsb-shirt-size=16-5&attribute_pa_collar=classic,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",5800PKR,in stock,SKU_10147_12654,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2880PKR,new,published,,,,,,,"collar:Classic Collar/Modern Collar:Classic Collar"
SKU_10147_12664,"Black Nano Check in Cube Semi-Formal Shirt","TSB Shirt Size: 16.5', Collar: Modern Collar",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/SKU_10147.jpg,https://www.pakshopping.com.pk/product/black-nano-check-in-cube-semi-formal-shirt/?attribute_pa_tsb-shirt-size=16-5&attribute_pa_collar=modern,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",5800PKR,in stock,SKU_10147_12654,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2880PKR,new,published,,,,,,,"collar:Classic Collar/Modern Collar:Modern Collar"
SKU_10147_12665,"Black Nano Check in Cube Semi-Formal Shirt","TSB Shirt Size: 17', Collar: Classic Collar",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/SKU_10147.jpg,https://www.pakshopping.com.pk/product/black-nano-check-in-cube-semi-formal-shirt/?attribute_pa_tsb-shirt-size=17&attribute_pa_collar=classic,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",5800PKR,in stock,SKU_10147_12654,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2880PKR,new,published,,,,,,,"collar:Classic Collar/Modern Collar:Classic Collar"
SKU_10147_12666,"Black Nano Check in Cube Semi-Formal Shirt","TSB Shirt Size: 17', Collar: Modern Collar",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/SKU_10147.jpg,https://www.pakshopping.com.pk/product/black-nano-check-in-cube-semi-formal-shirt/?attribute_pa_tsb-shirt-size=17&attribute_pa_collar=modern,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",5800PKR,in stock,SKU_10147_12654,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2880PKR,new,published,,,,,,,"collar:Classic Collar/Modern Collar:Modern Collar"
SKU_10147_12655,"Black Nano Check in Cube Semi-Formal Shirt","TSB Shirt Size: 14.5', Collar: Classic Collar",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/SKU_10147.jpg,https://www.pakshopping.com.pk/product/black-nano-check-in-cube-semi-formal-shirt/?attribute_pa_tsb-shirt-size=14-5&attribute_pa_collar=classic,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",5800PKR,in stock,SKU_10147_12654,,,1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,2880PKR,new,published,,,,,,,"collar:Classic Collar/Modern Collar:Classic Collar"
TSB 10174R_12645,"Men’s Italian Style Black Triple Collar Regular Fit Formal Shirt","TSB Shirt Size: 15'",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/Black_10178_front__60942.1523138043.1280.1280.jpg,https://www.pakshopping.com.pk/product/mens-black-triple-collar-formal-shirt/?attribute_pa_tsb-shirt-size=15,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",7750PKR,in stock,TSB 10174R_12641,,"https://www.pakshopping.com.pk/wp-content/uploads/2021/04/Black_10178_side__71081.1523138043.1280.1280.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,3850PKR,new,published,,,,,,,
TSB 10174R_12646,"Men’s Italian Style Black Triple Collar Regular Fit Formal Shirt","TSB Shirt Size: 15.5'",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/Black_10178_front__60942.1523138043.1280.1280.jpg,https://www.pakshopping.com.pk/product/mens-black-triple-collar-formal-shirt/?attribute_pa_tsb-shirt-size=15-5,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",7750PKR,in stock,TSB 10174R_12641,,"https://www.pakshopping.com.pk/wp-content/uploads/2021/04/Black_10178_side__71081.1523138043.1280.1280.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,3850PKR,new,published,,,,,,,
TSB 10174R_12647,"Men’s Italian Style Black Triple Collar Regular Fit Formal Shirt","TSB Shirt Size: 16'",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/Black_10178_front__60942.1523138043.1280.1280.jpg,https://www.pakshopping.com.pk/product/mens-black-triple-collar-formal-shirt/?attribute_pa_tsb-shirt-size=16,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",7750PKR,in stock,TSB 10174R_12641,,"https://www.pakshopping.com.pk/wp-content/uploads/2021/04/Black_10178_side__71081.1523138043.1280.1280.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,3850PKR,new,published,,,,,,,
TSB 10174R_12648,"Men’s Italian Style Black Triple Collar Regular Fit Formal Shirt","TSB Shirt Size: 16.5'",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/Black_10178_front__60942.1523138043.1280.1280.jpg,https://www.pakshopping.com.pk/product/mens-black-triple-collar-formal-shirt/?attribute_pa_tsb-shirt-size=16-5,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",7750PKR,in stock,TSB 10174R_12641,,"https://www.pakshopping.com.pk/wp-content/uploads/2021/04/Black_10178_side__71081.1523138043.1280.1280.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,3850PKR,new,published,,,,,,,
TSB 10174R_12649,"Men’s Italian Style Black Triple Collar Regular Fit Formal Shirt","TSB Shirt Size: 17'",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/Black_10178_front__60942.1523138043.1280.1280.jpg,https://www.pakshopping.com.pk/product/mens-black-triple-collar-formal-shirt/?attribute_pa_tsb-shirt-size=17,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",7750PKR,in stock,TSB 10174R_12641,,"https://www.pakshopping.com.pk/wp-content/uploads/2021/04/Black_10178_side__71081.1523138043.1280.1280.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,3850PKR,new,published,,,,,,,
TSB 10174R_12650,"Men’s Italian Style Black Triple Collar Regular Fit Formal Shirt","TSB Shirt Size: 17.5'",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/Black_10178_front__60942.1523138043.1280.1280.jpg,https://www.pakshopping.com.pk/product/mens-black-triple-collar-formal-shirt/?attribute_pa_tsb-shirt-size=17-5,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",7750PKR,in stock,TSB 10174R_12641,,"https://www.pakshopping.com.pk/wp-content/uploads/2021/04/Black_10178_side__71081.1523138043.1280.1280.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,3850PKR,new,published,,,,,,,
TSB 10174R_12651,"Men’s Italian Style Black Triple Collar Regular Fit Formal Shirt","TSB Shirt Size: 18'",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/Black_10178_front__60942.1523138043.1280.1280.jpg,https://www.pakshopping.com.pk/product/mens-black-triple-collar-formal-shirt/?attribute_pa_tsb-shirt-size=18,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",7750PKR,in stock,TSB 10174R_12641,,"https://www.pakshopping.com.pk/wp-content/uploads/2021/04/Black_10178_side__71081.1523138043.1280.1280.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,3850PKR,new,published,,,,,,,
TSB 10174R_12652,"Men’s Italian Style Black Triple Collar Regular Fit Formal Shirt","TSB Shirt Size: 18.5'",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/Black_10178_front__60942.1523138043.1280.1280.jpg,https://www.pakshopping.com.pk/product/mens-black-triple-collar-formal-shirt/?attribute_pa_tsb-shirt-size=18-5,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",7750PKR,in stock,TSB 10174R_12641,,"https://www.pakshopping.com.pk/wp-content/uploads/2021/04/Black_10178_side__71081.1523138043.1280.1280.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,3850PKR,new,published,,,,,,,
TSB 10174R_12644,"Men’s Italian Style Black Triple Collar Regular Fit Formal Shirt","TSB Shirt Size: 14.5'",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/Black_10178_front__60942.1523138043.1280.1280.jpg,https://www.pakshopping.com.pk/product/mens-black-triple-collar-formal-shirt/?attribute_pa_tsb-shirt-size=14-5,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",7750PKR,in stock,TSB 10174R_12641,,"https://www.pakshopping.com.pk/wp-content/uploads/2021/04/Black_10178_side__71081.1523138043.1280.1280.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,3850PKR,new,published,,,,,,,
TSB 10175R_12612,"Men’s Italian Style Black Regular Fit Formal Shirt","TSB Shirt Size: 16'",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/s-l1600_2__79839.1517594653.1280.1280.jpg,https://www.pakshopping.com.pk/product/regular-fit-formal-shirt/?attribute_pa_tsb-shirt-size=16,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",7750PKR,in stock,TSB 10175R_12596,,"https://www.pakshopping.com.pk/wp-content/uploads/2021/04/s-l1600_3__67404.1517594653.1280.1280.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,3850PKR,new,published,,,,,,,
TSB 10175R_12613,"Men’s Italian Style Black Regular Fit Formal Shirt","TSB Shirt Size: 16.5'",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/s-l1600_2__79839.1517594653.1280.1280.jpg,https://www.pakshopping.com.pk/product/regular-fit-formal-shirt/?attribute_pa_tsb-shirt-size=16-5,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",7750PKR,in stock,TSB 10175R_12596,,"https://www.pakshopping.com.pk/wp-content/uploads/2021/04/s-l1600_3__67404.1517594653.1280.1280.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,3850PKR,new,published,,,,,,,
TSB 10175R_12614,"Men’s Italian Style Black Regular Fit Formal Shirt","TSB Shirt Size: 17'",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/s-l1600_2__79839.1517594653.1280.1280.jpg,https://www.pakshopping.com.pk/product/regular-fit-formal-shirt/?attribute_pa_tsb-shirt-size=17,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",7750PKR,in stock,TSB 10175R_12596,,"https://www.pakshopping.com.pk/wp-content/uploads/2021/04/s-l1600_3__67404.1517594653.1280.1280.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,3850PKR,new,published,,,,,,,
TSB 10175R_12615,"Men’s Italian Style Black Regular Fit Formal Shirt","TSB Shirt Size: 17.5'",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/s-l1600_2__79839.1517594653.1280.1280.jpg,https://www.pakshopping.com.pk/product/regular-fit-formal-shirt/?attribute_pa_tsb-shirt-size=17-5,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",7750PKR,in stock,TSB 10175R_12596,,"https://www.pakshopping.com.pk/wp-content/uploads/2021/04/s-l1600_3__67404.1517594653.1280.1280.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,3850PKR,new,published,,,,,,,
TSB 10175R_12616,"Men’s Italian Style Black Regular Fit Formal Shirt","TSB Shirt Size: 18'",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/s-l1600_2__79839.1517594653.1280.1280.jpg,https://www.pakshopping.com.pk/product/regular-fit-formal-shirt/?attribute_pa_tsb-shirt-size=18,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",7750PKR,in stock,TSB 10175R_12596,,"https://www.pakshopping.com.pk/wp-content/uploads/2021/04/s-l1600_3__67404.1517594653.1280.1280.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,3850PKR,new,published,,,,,,,
TSB 10175R_12617,"Men’s Italian Style Black Regular Fit Formal Shirt","TSB Shirt Size: 18.5'",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/s-l1600_2__79839.1517594653.1280.1280.jpg,https://www.pakshopping.com.pk/product/regular-fit-formal-shirt/?attribute_pa_tsb-shirt-size=18-5,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",7750PKR,in stock,TSB 10175R_12596,,"https://www.pakshopping.com.pk/wp-content/uploads/2021/04/s-l1600_3__67404.1517594653.1280.1280.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,3850PKR,new,published,,,,,,,
TSB 10175R_12609,"Men’s Italian Style Black Regular Fit Formal Shirt","TSB Shirt Size: 14.5'",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/s-l1600_2__79839.1517594653.1280.1280.jpg,https://www.pakshopping.com.pk/product/regular-fit-formal-shirt/?attribute_pa_tsb-shirt-size=14-5,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",7750PKR,in stock,TSB 10175R_12596,,"https://www.pakshopping.com.pk/wp-content/uploads/2021/04/s-l1600_3__67404.1517594653.1280.1280.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,3850PKR,new,published,,,,,,,
TSB 10175R_12610,"Men’s Italian Style Black Regular Fit Formal Shirt","TSB Shirt Size: 15'",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/s-l1600_2__79839.1517594653.1280.1280.jpg,https://www.pakshopping.com.pk/product/regular-fit-formal-shirt/?attribute_pa_tsb-shirt-size=15,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",7750PKR,in stock,TSB 10175R_12596,,"https://www.pakshopping.com.pk/wp-content/uploads/2021/04/s-l1600_3__67404.1517594653.1280.1280.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,3850PKR,new,published,,,,,,,
TSB 10175R_12611,"Men’s Italian Style Black Regular Fit Formal Shirt","TSB Shirt Size: 15.5'",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/s-l1600_2__79839.1517594653.1280.1280.jpg,https://www.pakshopping.com.pk/product/regular-fit-formal-shirt/?attribute_pa_tsb-shirt-size=15-5,"Formal Shirts, Men's Clothing, Shirts &amp; Polos","Pak Shopping - Clothing & Footwear",7750PKR,in stock,TSB 10175R_12596,,"https://www.pakshopping.com.pk/wp-content/uploads/2021/04/s-l1600_3__67404.1517594653.1280.1280.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,3850PKR,new,published,,,,,,,
wc_post_id_12587,"Soft Chappal for men","Color: Brown, Size: 16",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/b4c36170-4ceb-460f-ba31-46d67d7098f4.png,https://www.pakshopping.com.pk/product/soft-chappal-for-men/?attribute_pa_color=brown&attribute_pa_size=16,"Flip Flops &amp; Sandals, Shoes, Men's Shoes","Pak Shopping - Clothing & Footwear",1599PKR,in stock,wc_post_id_12577,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1599PKR,new,published,,,,,,,
wc_post_id_12588,"Soft Chappal for men","Color: Brown, Size: 6",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/b4c36170-4ceb-460f-ba31-46d67d7098f4.png,https://www.pakshopping.com.pk/product/soft-chappal-for-men/?attribute_pa_color=brown&attribute_pa_size=6,"Flip Flops &amp; Sandals, Shoes, Men's Shoes","Pak Shopping - Clothing & Footwear",1599PKR,in stock,wc_post_id_12577,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1599PKR,new,published,,,,,,,
wc_post_id_12589,"Soft Chappal for men","Color: Brown, Size: 8",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/b4c36170-4ceb-460f-ba31-46d67d7098f4.png,https://www.pakshopping.com.pk/product/soft-chappal-for-men/?attribute_pa_color=brown&attribute_pa_size=8,"Flip Flops &amp; Sandals, Shoes, Men's Shoes","Pak Shopping - Clothing & Footwear",1599PKR,in stock,wc_post_id_12577,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1599PKR,new,published,,,,,,,
wc_post_id_12590,"Soft Chappal for men","Color: Yellow, Size: 10",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/b4c36170-4ceb-460f-ba31-46d67d7098f4.png,https://www.pakshopping.com.pk/product/soft-chappal-for-men/?attribute_pa_color=yellow&attribute_pa_size=10,"Flip Flops &amp; Sandals, Shoes, Men's Shoes","Pak Shopping - Clothing & Footwear",1599PKR,in stock,wc_post_id_12577,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1599PKR,new,published,,,,,,,
wc_post_id_12591,"Soft Chappal for men","Color: Yellow, Size: 12",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/b4c36170-4ceb-460f-ba31-46d67d7098f4.png,https://www.pakshopping.com.pk/product/soft-chappal-for-men/?attribute_pa_color=yellow&attribute_pa_size=12,"Flip Flops &amp; Sandals, Shoes, Men's Shoes","Pak Shopping - Clothing & Footwear",1599PKR,in stock,wc_post_id_12577,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1599PKR,new,published,,,,,,,
wc_post_id_12592,"Soft Chappal for men","Color: Yellow, Size: 14",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/b4c36170-4ceb-460f-ba31-46d67d7098f4.png,https://www.pakshopping.com.pk/product/soft-chappal-for-men/?attribute_pa_color=yellow&attribute_pa_size=14,"Flip Flops &amp; Sandals, Shoes, Men's Shoes","Pak Shopping - Clothing & Footwear",1599PKR,in stock,wc_post_id_12577,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1599PKR,new,published,,,,,,,
wc_post_id_12593,"Soft Chappal for men","Color: Yellow, Size: 16",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/b4c36170-4ceb-460f-ba31-46d67d7098f4.png,https://www.pakshopping.com.pk/product/soft-chappal-for-men/?attribute_pa_color=yellow&attribute_pa_size=16,"Flip Flops &amp; Sandals, Shoes, Men's Shoes","Pak Shopping - Clothing & Footwear",1599PKR,in stock,wc_post_id_12577,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1599PKR,new,published,,,,,,,
wc_post_id_12594,"Soft Chappal for men","Color: Yellow, Size: 6",https://www.pakshopping.com.pk/wp-content/uploads/2021/04/b4c36170-4ceb-460f-ba31-46d67d7098f4.png,https://www.pakshopping.com.pk/product/soft-chappal-for-men/?attribute_pa_color=yellow&attribute_pa_size=6,"Flip Flops &amp; Sandals, Shoes, Men's Shoes","Pak Shopping - Clothing & Footwear",1599PKR,in stock,wc_post_id_12577,,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1599PKR,new,published,,,,,,,
